ngram,counts,freq
advancepurchase,1,1.48074439982468e-06
advances,8,1.18459551985974e-05
advancing,6,8.88446639894808e-06
advantage,80,5.77490315931625e-05
advantageous,1,1.48074439982468e-06
advantages,13,1.18459551985974e-05
advent,5,5.92297759929872e-06
adventist,1,1.48074439982468e-06
adventure,49,4.44223319947404e-05
adventurer,1,1.48074439982468e-06
adventurers,1,1.48074439982468e-06
adventures,35,3.99800987952664e-05
adventuresome,1,1.48074439982468e-06
adventuretype,1,1.48074439982468e-06
adventurous,8,7.4037219991234e-06
adverb,3,4.44223319947404e-06
adversaries,2,2.96148879964936e-06
adversary,1,1.48074439982468e-06
adverse,6,5.92297759929872e-06
adversely,1,1.48074439982468e-06
adversity,6,8.88446639894808e-06
advert,3,4.44223319947404e-06
advertise,6,5.92297759929872e-06
advertised,12,1.77689327978962e-05
advertisement,7,5.92297759929872e-06
advertisements,7,1.03652107987728e-05
advertisementsaturated,1,1.48074439982468e-06
advertiser,1,1.48074439982468e-06
advertisers,10,1.33266995984221e-05
advertising,53,5.18260539938638e-05
advertisingsupported,1,1.48074439982468e-06
adverts,2,2.96148879964936e-06
advice,103,9.03254083893055e-05
advicefromasenior,1,1.48074439982468e-06
advicetry,1,1.48074439982468e-06
advil,4,5.92297759929872e-06
advisable,1,1.48074439982468e-06
advise,13,1.48074439982468e-05
advised,26,3.10956323963183e-05
advisee,1,1.48074439982468e-06
advisement,1,1.48074439982468e-06
adviser,12,1.33266995984221e-05
advisers,11,1.62881883980715e-05
advisersold,1,1.48074439982468e-06
advises,3,4.44223319947404e-06
advising,9,1.33266995984221e-05
advisor,10,1.18459551985974e-05
advisories,2,2.96148879964936e-06
advisors,11,1.18459551985974e-05
advisory,24,2.96148879964936e-05
advocaat,1,1.48074439982468e-06
advocacy,15,1.77689327978962e-05
advocare,2,2.96148879964936e-06
advocate,19,2.51726547970196e-05
advocated,4,5.92297759929872e-06
advocates,33,3.99800987952664e-05
advocating,6,8.88446639894808e-06
adwords,1,1.48074439982468e-06
ae,8,1.18459551985974e-05
aea,1,1.48074439982468e-06
aect,1,1.48074439982468e-06
aef,1,1.48074439982468e-06
aei,1,1.48074439982468e-06
aele,1,1.48074439982468e-06
aeon,1,1.48074439982468e-06
aerated,1,1.48074439982468e-06
aerbook,1,1.48074439982468e-06
aerial,8,1.18459551985974e-05
aeriel,2,2.96148879964936e-06
aerielike,1,1.48074439982468e-06
aerj,1,1.48074439982468e-06
aeroastro,1,1.48074439982468e-06
aerobic,1,1.48074439982468e-06
aerobics,2,2.96148879964936e-06
aerodynamics,1,1.48074439982468e-06
aeronautical,1,1.48074439982468e-06
aeronautics,2,2.96148879964936e-06
aeroplanes,1,1.48074439982468e-06
aeropuerto,1,1.48074439982468e-06
aerosmith,4,5.92297759929872e-06
aeschylus,1,1.48074439982468e-06
aest,1,1.48074439982468e-06
aesthetic,11,1.33266995984221e-05
aesthetica,1,1.48074439982468e-06
aesthetically,2,2.96148879964936e-06
aesthetics,5,5.92297759929872e-06
aetna,1,1.48074439982468e-06
af,30,4.1460843195091e-05
afar,4,1.48074439982468e-06
afb,2,2.96148879964936e-06
afc,13,1.33266995984221e-05
affable,2,2.96148879964936e-06
affair,25,3.40571211959676e-05
affairs,38,2.96148879964936e-05
affect,50,3.99800987952664e-05
affected,43,4.44223319947404e-05
affecting,9,1.18459551985974e-05
affection,10,1.18459551985974e-05
affectionate,1,1.48074439982468e-06
affective,1,1.48074439982468e-06
affects,14,1.18459551985974e-05
affeldt,2,2.96148879964936e-06
afficial,1,1.48074439982468e-06
affidavit,8,5.92297759929872e-06
affidavits,1,1.48074439982468e-06
affiliate,6,8.88446639894808e-06
affiliated,8,1.03652107987728e-05
affiliates,8,1.03652107987728e-05
affiliating,1,1.48074439982468e-06
affiliation,4,5.92297759929872e-06
affiliations,1,1.48074439982468e-06
affinities,1,1.48074439982468e-06
affinity,4,5.92297759929872e-06
affirm,4,5.92297759929872e-06
affirmation,6,7.4037219991234e-06
affirmations,1,1.48074439982468e-06
affirmative,8,1.03652107987728e-05
affirmatively,1,1.48074439982468e-06
affirmed,3,4.44223319947404e-06
affirming,1,1.48074439982468e-06
affirms,1,1.48074439982468e-06
affix,3,2.96148879964936e-06
afflalo,2,2.96148879964936e-06
affleck,6,5.92297759929872e-06
affleje,1,1.48074439982468e-06
affli,1,1.48074439982468e-06
afflicted,1,1.48074439982468e-06
affliction,1,1.48074439982468e-06
afflictions,1,1.48074439982468e-06
affluence,1,1.48074439982468e-06
affluent,6,8.88446639894808e-06
afford,56,1.48074439982468e-05
affordability,1,1.48074439982468e-06
affordable,34,3.40571211959676e-05
affordablehousing,1,1.48074439982468e-06
afforded,7,1.03652107987728e-05
affords,1,1.48074439982468e-06
affront,1,1.48074439982468e-06
affton,4,4.44223319947404e-06
afghan,24,2.07304215975455e-05
afghani,1,1.48074439982468e-06
afghanistan,38,2.07304215975455e-05
afghans,6,8.88446639894808e-06
afib,2,2.96148879964936e-06
aficionado,2,2.96148879964936e-06
afield,2,2.96148879964936e-06
afikoman,1,1.48074439982468e-06
afl,1,1.48074439982468e-06
aflcio,1,1.48074439982468e-06
afloat,1,1.48074439982468e-06
aflutter,2,2.96148879964936e-06
afn,2,1.48074439982468e-06
afoot,1,1.48074439982468e-06
aforementioned,4,2.96148879964936e-06
afoul,2,2.96148879964936e-06
afp,1,1.48074439982468e-06
afpsi,1,1.48074439982468e-06
afra,1,1.48074439982468e-06
afraid,93,3.55378655957923e-05
aframe,1,1.48074439982468e-06
afresh,1,1.48074439982468e-06
africa,62,2.36919103971949e-05
africabotswana,1,1.48074439982468e-06
african,53,5.03453095940391e-05
africanamerican,15,2.07304215975455e-05
africanamericans,2,2.96148879964936e-06
africanguyproblems,1,1.48074439982468e-06
africanoid,1,1.48074439982468e-06
africans,6,8.88446639894808e-06
africansounding,1,1.48074439982468e-06
afriedman,1,1.48074439982468e-06
afrikaner,3,4.44223319947404e-06
afrikaners,2,1.48074439982468e-06
afro,3,4.44223319947404e-06
afrobeats,1,1.48074439982468e-06
afrocuban,1,1.48074439982468e-06
afrolatinos,1,1.48074439982468e-06
afs,3,4.44223319947404e-06
aft,3,4.44223319947404e-06
aftab,1,1.48074439982468e-06
after,1998,0.00158143501901276
afterall,2,2.96148879964936e-06
afterbirth,1,1.48074439982468e-06
aftercare,1,1.48074439982468e-06
afterconcert,1,1.48074439982468e-06
afterdinner,1,1.48074439982468e-06
aftereffects,1,1.48074439982468e-06
afterglow,3,2.96148879964936e-06
aftergoal,1,1.48074439982468e-06
afterhour,1,1.48074439982468e-06
afterhours,1,1.48074439982468e-06
aftermath,9,2.96148879964936e-06
afternoon,183,7.4037219991234e-05
afternoons,9,1.33266995984221e-05
afternoonwowzerz,1,1.48074439982468e-06
afterparty,3,4.44223319947404e-06
afterschool,5,5.92297759929872e-06
aftershocks,1,1.48074439982468e-06
aftersomething,1,1.48074439982468e-06
aftertaste,3,4.44223319947404e-06
afterthought,3,1.48074439982468e-06
afterward,11,1.62881883980715e-05
afterwards,14,1.92496771977208e-05
afterwardscan,1,1.48074439982468e-06
afterword,1,1.48074439982468e-06
afterwork,1,1.48074439982468e-06
aftra,2,2.96148879964936e-06
afuera,1,1.48074439982468e-06
afv,1,1.48074439982468e-06
ag,12,1.03652107987728e-05
aga,1,1.48074439982468e-06
again,970,0.000727045500313918
againand,1,1.48074439982468e-06
againdoes,1,1.48074439982468e-06
againi,2,2.96148879964936e-06
againit,1,1.48074439982468e-06
againlol,1,1.48074439982468e-06
againnever,1,1.48074439982468e-06
againowe,1,1.48074439982468e-06
againp,1,1.48074439982468e-06
againso,2,2.96148879964936e-06
against,625,0.000573048082732151
againstchelseawould,1,1.48074439982468e-06
againyou,1,1.48074439982468e-06
agam,1,1.48074439982468e-06
agar,3,2.96148879964936e-06
agaragar,1,1.48074439982468e-06
agarwen,1,1.48074439982468e-06
agatha,1,1.48074439982468e-06
agave,2,2.96148879964936e-06
agaves,1,1.48074439982468e-06
age,221,0.000134747740384046
ageappropriate,2,2.96148879964936e-06
ageat,1,1.48074439982468e-06
aged,27,3.7018609995617e-05
agee,6,1.48074439982468e-06
agefrom,1,1.48074439982468e-06
agegood,1,1.48074439982468e-06
agegroup,1,1.48074439982468e-06
ageing,1,1.48074439982468e-06
ageless,2,2.96148879964936e-06
agen,1,1.48074439982468e-06
agencies,49,5.92297759929872e-05
agency,137,8.58831751898314e-05
agenda,45,4.29415875949157e-05
agendado,1,1.48074439982468e-06
agendas,4,5.92297759929872e-06
agender,1,1.48074439982468e-06
agent,79,6.51527535922859e-05
agentdlv,1,1.48074439982468e-06
agents,50,4.44223319947404e-05
agentsshortbread,1,1.48074439982468e-06
ageold,1,1.48074439982468e-06
ager,1,1.48074439982468e-06
agerelated,1,1.48074439982468e-06
ages,59,3.7018609995617e-05
agethank,1,1.48074439982468e-06
agey,1,1.48074439982468e-06
aggelos,1,1.48074439982468e-06
aggieland,1,1.48074439982468e-06
aggra,2,2.96148879964936e-06
aggravate,1,1.48074439982468e-06
aggravated,10,1.03652107987728e-05
aggravates,2,2.96148879964936e-06
aggravation,1,1.48074439982468e-06
aggregate,2,2.96148879964936e-06
aggregation,1,1.48074439982468e-06
aggregator,1,1.48074439982468e-06
aggregators,1,1.48074439982468e-06
aggression,6,7.4037219991234e-06
aggressive,42,3.7018609995617e-05
aggressively,11,1.62881883980715e-05
aggressor,1,1.48074439982468e-06
aggrieved,1,1.48074439982468e-06
aggro,1,1.48074439982468e-06
aghast,5,7.4037219991234e-06
aghhh,1,1.48074439982468e-06
aghhhh,1,1.48074439982468e-06
agholor,1,1.48074439982468e-06
agian,2,2.96148879964936e-06
agile,1,1.48074439982468e-06
agility,5,5.92297759929872e-06
agilityd,1,1.48074439982468e-06
agilrthat,1,1.48074439982468e-06
aging,15,1.48074439982468e-05
agirldeserves,2,2.96148879964936e-06
agitate,1,1.48074439982468e-06
agitated,6,7.4037219991234e-06
agitation,2,2.96148879964936e-06
agm,1,1.48074439982468e-06
agnes,1,1.48074439982468e-06
agnew,2,2.96148879964936e-06
agnone,1,1.48074439982468e-06
ago,453,5.03453095940391e-05
agoevery,1,1.48074439982468e-06
agoi,1,1.48074439982468e-06
agonized,1,1.48074439982468e-06
agonizing,3,4.44223319947404e-06
agonizingly,1,1.48074439982468e-06
agonow,1,1.48074439982468e-06
agony,5,5.92297759929872e-06
agonyall,1,1.48074439982468e-06
agoobiz,1,1.48074439982468e-06
agood,1,1.48074439982468e-06
agoodgirlfriend,1,1.48074439982468e-06
agor,1,1.48074439982468e-06
agora,1,1.48074439982468e-06
agotime,1,1.48074439982468e-06
agowtf,1,1.48074439982468e-06
agoyet,1,1.48074439982468e-06
agree,191,8.58831751898314e-05
agreeable,2,2.96148879964936e-06
agreeance,1,1.48074439982468e-06
agreeand,1,1.48074439982468e-06
agreed,137,0.000164362628380539
agreedo,1,1.48074439982468e-06
agreedto,1,1.48074439982468e-06
agreeing,7,1.03652107987728e-05
agreeit,1,1.48074439982468e-06
agreement,73,5.33067983936885e-05
agreements,18,1.77689327978962e-05
agreeoauth,1,1.48074439982468e-06
agrees,16,2.22111659973702e-05
agreesit,1,1.48074439982468e-06
agreevery,1,1.48074439982468e-06
agricultural,14,1.48074439982468e-05
agriculture,19,1.77689327978962e-05
aground,2,2.96148879964936e-06
agu,1,1.48074439982468e-06
agua,2,2.96148879964936e-06
aguado,1,1.48074439982468e-06
aguas,1,1.48074439982468e-06
aguilar,1,1.48074439982468e-06
aguilera,3,2.96148879964936e-06
aguirre,1,1.48074439982468e-06
agustin,1,1.48074439982468e-06
aguyshould,1,1.48074439982468e-06
ah,119,0.000159920395181065
aha,27,3.84993543954417e-05
ahaa,2,2.96148879964936e-06
ahab,3,4.44223319947404e-06
ahah,3,4.44223319947404e-06
ahaha,6,8.88446639894808e-06
ahahah,1,1.48074439982468e-06
ahahaha,5,7.4037219991234e-06
ahahahha,1,1.48074439982468e-06
ahahha,1,1.48074439982468e-06
ahai,1,1.48074439982468e-06
aharoni,1,1.48074439982468e-06
ahd,1,1.48074439982468e-06
ahead,168,0.000167324117180189
aheadhell,1,1.48074439982468e-06
aheadofthecurve,1,1.48074439982468e-06
ahem,7,1.03652107987728e-05
ahern,1,1.48074439982468e-06
ahh,31,4.44223319947404e-05
ahhah,1,1.48074439982468e-06
ahhaha,1,1.48074439982468e-06
ahhahah,1,1.48074439982468e-06
ahhahhaah,1,1.48074439982468e-06
ahhh,1,1.48074439982468e-06
ahhhh,1,1.48074439982468e-06
ahhhhhahaha,1,1.48074439982468e-06
ahhhhhh,1,1.48074439982468e-06
ahhhhhhhh,1,1.48074439982468e-06
ahhhhhhhhhhhhhhhhhhhhhhhh,1,1.48074439982468e-06
ahhhrggg,1,1.48074439982468e-06
ahhing,1,1.48074439982468e-06
ahhvery,1,1.48074439982468e-06
ahi,3,4.44223319947404e-06
ahl,1,1.48074439982468e-06
ahm,2,2.96148879964936e-06
ahmad,2,2.96148879964936e-06
ahmadinejad,2,2.96148879964936e-06
ahmed,5,4.44223319947404e-06
ahnice,2,2.96148879964936e-06
ahold,3,1.48074439982468e-06
ahole,1,1.48074439982468e-06
aholes,1,1.48074439982468e-06
ahot,1,1.48074439982468e-06
ahp,1,1.48074439982468e-06
ahrens,1,1.48074439982468e-06
ahsummer,1,1.48074439982468e-06
ahto,1,1.48074439982468e-06
ahwatukee,1,1.48074439982468e-06
ai,107,7.99601975905327e-05
aib,1,1.48074439982468e-06
aiccca,1,1.48074439982468e-06
aid,76,6.21912647926366e-05
aidan,3,4.44223319947404e-06
aide,6,7.4037219991234e-06
aided,3,4.44223319947404e-06
aidem,1,1.48074439982468e-06
aiden,2,2.96148879964936e-06
aides,12,1.48074439982468e-05
aiding,5,7.4037219991234e-06
aids,23,2.22111659973702e-05
aidshiv,1,1.48074439982468e-06
aig,4,5.92297759929872e-06
aight,3,4.44223319947404e-06
aii,1,1.48074439982468e-06
aiken,2,2.96148879964936e-06
aikido,3,4.44223319947404e-06
aileen,1,1.48074439982468e-06
ailing,4,4.44223319947404e-06
ailment,1,1.48074439982468e-06
ailments,7,7.4037219991234e-06
ails,1,1.48074439982468e-06
aim,22,2.66533991968442e-05
aimed,18,2.36919103971949e-05
aimee,6,8.88446639894808e-06
aimes,1,1.48074439982468e-06
aiming,13,1.18459551985974e-05
aimlessly,1,1.48074439982468e-06
aims,16,1.77689327978962e-05
ain,2,2.96148879964936e-06
aine,1,1.48074439982468e-06
ainnle,1,1.48074439982468e-06
ainsworth,1,1.48074439982468e-06
aint,58,4.73838207943898e-05
aintnohalfstepn,1,1.48074439982468e-06
aintree,2,1.48074439982468e-06
aints,1,1.48074439982468e-06
aioli,2,2.96148879964936e-06
aipad,1,1.48074439982468e-06
aipf,1,1.48074439982468e-06
air,238,0.000151035928782117
airasia,1,1.48074439982468e-06
airbags,1,1.48074439982468e-06
airbnb,2,2.96148879964936e-06
airborne,3,4.44223319947404e-06
airbourne,1,1.48074439982468e-06
airbreathing,1,1.48074439982468e-06
airbrush,1,1.48074439982468e-06
airbrushed,1,1.48074439982468e-06
airbrushedtodeath,1,1.48074439982468e-06
airbus,2,2.96148879964936e-06
airbuses,1,1.48074439982468e-06
airchair,1,1.48074439982468e-06
airconditioned,1,1.48074439982468e-06
airconditioning,1,1.48074439982468e-06
aircraft,28,3.2576376796143e-05
airdrop,1,1.48074439982468e-06
aire,2,2.96148879964936e-06
aired,8,8.88446639894808e-06
aires,2,1.48074439982468e-06
airfare,3,4.44223319947404e-06
airfares,1,1.48074439982468e-06
airfest,1,1.48074439982468e-06
airfield,3,4.44223319947404e-06
airforce,4,2.96148879964936e-06
airglow,1,1.48074439982468e-06
airheads,1,1.48074439982468e-06
airing,7,1.03652107987728e-05
airleaf,2,2.96148879964936e-06
airless,2,2.96148879964936e-06
airlifted,1,1.48074439982468e-06
airline,26,2.36919103971949e-05
airlines,27,2.66533991968442e-05
airman,1,1.48074439982468e-06
airmatress,1,1.48074439982468e-06
airmatresses,1,1.48074439982468e-06
airmen,1,1.48074439982468e-06
airpad,1,1.48074439982468e-06
airplane,6,4.44223319947404e-06
airplanes,11,1.33266995984221e-05
airplay,2,2.96148879964936e-06
airport,87,4.88645651942144e-05
airportcan,1,1.48074439982468e-06
airports,13,1.77689327978962e-05
airquality,1,1.48074439982468e-06
airs,6,7.4037219991234e-06
airship,1,1.48074439982468e-06
airsoft,3,4.44223319947404e-06
airstash,1,1.48074439982468e-06
airstrike,1,1.48074439982468e-06
airstrikes,1,1.48074439982468e-06
airtel,1,1.48074439982468e-06
airtight,1,1.48074439982468e-06
airtime,3,4.44223319947404e-06
airtran,1,1.48074439982468e-06
airwaves,5,5.92297759929872e-06
airway,3,4.44223319947404e-06
airways,10,8.88446639894808e-06
airy,7,5.92297759929872e-06
aishah,1,1.48074439982468e-06
aishh,1,1.48074439982468e-06
aisle,12,1.03652107987728e-05
aislecertain,1,1.48074439982468e-06
aisles,8,7.4037219991234e-06
aj,10,1.48074439982468e-05
ajc,4,2.96148879964936e-06
ajeya,1,1.48074439982468e-06
aji,1,1.48074439982468e-06
ak,5,7.4037219991234e-06
aka,41,5.92297759929872e-05
akabenz,1,1.48074439982468e-06
akalinity,1,1.48074439982468e-06
akash,1,1.48074439982468e-06
akbayan,1,1.48074439982468e-06
akc,1,1.48074439982468e-06
akemashite,1,1.48074439982468e-06
aken,1,1.48074439982468e-06
akers,3,4.44223319947404e-06
akerson,3,4.44223319947404e-06
akersons,1,1.48074439982468e-06
akilter,1,1.48074439982468e-06
akin,6,8.88446639894808e-06
akira,3,2.96148879964936e-06
akismet,2,2.96148879964936e-06
aknowledg,1,1.48074439982468e-06
akron,18,2.07304215975455e-05
akronjust,1,1.48074439982468e-06
aks,1,1.48074439982468e-06
akshay,1,1.48074439982468e-06
akubaker,1,1.48074439982468e-06
akur,1,1.48074439982468e-06
akward,1,1.48074439982468e-06
akwardmoment,1,1.48074439982468e-06
al,85,9.32868971889548e-05
ala,15,2.07304215975455e-05
alabama,35,3.55378655957923e-05
alabamaflorida,1,1.48074439982468e-06
alabamalsuhahaha,1,1.48074439982468e-06
alabamastyle,1,1.48074439982468e-06
alabamatennessee,1,1.48074439982468e-06
aladdin,3,4.44223319947404e-06
aladin,1,1.48074439982468e-06
alahly,1,1.48074439982468e-06
alain,3,4.44223319947404e-06
alam,2,2.96148879964936e-06
alameda,6,5.92297759929872e-06
alamitos,2,1.48074439982468e-06
alamo,1,1.48074439982468e-06
alamodome,1,1.48074439982468e-06
alamosa,1,1.48074439982468e-06
alamw,1,1.48074439982468e-06
alamy,1,1.48074439982468e-06
alan,37,4.59030763945651e-05
alana,3,4.44223319947404e-06
alang,1,1.48074439982468e-06
alanis,2,2.96148879964936e-06
alanna,3,4.44223319947404e-06
alannis,1,1.48074439982468e-06
alarabiya,1,1.48074439982468e-06
alaric,3,4.44223319947404e-06
alarm,35,3.40571211959676e-05
alarmed,6,7.4037219991234e-06
alarming,6,7.4037219991234e-06
alarmingly,1,1.48074439982468e-06
alarmist,1,1.48074439982468e-06
alarmists,1,1.48074439982468e-06
alarms,5,4.44223319947404e-06
alas,5,7.4037219991234e-06
alashe,1,1.48074439982468e-06
alasiri,2,2.96148879964936e-06
alaska,15,1.33266995984221e-05
alaskan,2,2.96148879964936e-06
alaskans,1,1.48074439982468e-06
alassad,2,1.48074439982468e-06
alastair,1,1.48074439982468e-06
alawlaki,1,1.48074439982468e-06
alba,2,2.96148879964936e-06
albacore,1,1.48074439982468e-06
alban,1,1.48074439982468e-06
albanese,1,1.48074439982468e-06
albanian,3,2.96148879964936e-06
albano,3,4.44223319947404e-06
albany,7,7.4037219991234e-06
albanybased,1,1.48074439982468e-06
albatross,1,1.48074439982468e-06
albedhadysanchez,1,1.48074439982468e-06
albeit,15,2.22111659973702e-05
albers,2,1.48074439982468e-06
albert,25,3.7018609995617e-05
alberta,5,7.4037219991234e-06
alberto,2,2.96148879964936e-06
albertos,1,1.48074439982468e-06
albertsons,1,1.48074439982468e-06
albino,1,1.48074439982468e-06
albion,3,4.44223319947404e-06
albom,1,1.48074439982468e-06
albq,1,1.48074439982468e-06
albrecht,2,2.96148879964936e-06
albright,3,4.44223319947404e-06
album,174,0.000127344018384922
albums,26,3.84993543954417e-05
albumthank,1,1.48074439982468e-06
albuquerque,8,8.88446639894808e-06
albuquerquefollow,1,1.48074439982468e-06
alburquerque,2,2.96148879964936e-06
alcatellucent,1,1.48074439982468e-06
alcatraz,3,4.44223319947404e-06
alcatrez,1,1.48074439982468e-06
alchemical,1,1.48074439982468e-06
alchemist,1,1.48074439982468e-06
alchemists,1,1.48074439982468e-06
alchemy,2,2.96148879964936e-06
alcine,1,1.48074439982468e-06
alcohol,64,5.47875427935132e-05
alcoholbased,1,1.48074439982468e-06
alcoholfueled,2,2.96148879964936e-06
alcoholic,13,1.33266995984221e-05
alcoholics,2,2.96148879964936e-06
alcoholinvolved,1,1.48074439982468e-06
alcoholism,2,2.96148879964936e-06
